HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.HIT_ID,Input.pr_link,Input.contributors_url,Input.merged,Input.submitter,Input.closer,Input.cores,Input.p_num,Input.c_num,Answer.Comment,Answer.GithubID,Answer.P1_Submitter,Answer.P2_Cores,Answer.P3_External,Answer.Q1_Support?,Answer.Q1_Support_Comment,Answer.Q2_Alternate S?,Answer.Q2_Alternate_Comment,Answer.Q3_Dis_Solution?,Answer.Q3_Dis_Solution_Comment,Answer.Q4_Dis_Problem?,Answer.Q4_Dis_Problem_Comment,Answer.Q5_Outcome?,Answer.Q5_Outcome_Comment?,Approve,Reject

I guess I'm really confused now, apologies. #17495 broke the ability for any resources at all to be read in an OSGi container due to the explicit checking of URL schemes and rejecting all schemes that it didn't understand. Custom URL schemes are very common in application server environments, there's really no way to know how many there will be. I don't know anything about the directory listings TBH, I just know that #17495 caused one or more classes of deployment containers to fail and there's no way to know how many of them failed.



Wouldn't you agree that directory listing functionality is secondary to making resources completely inaccessible while running in affected deployment containers? What am I missing here?","Y,others","Hi thanks for the explanations. I misunderstood the the initial issue that directory listings were being added, not that security issues were being addressed.



@jrudolph I think the problem is there's no way to contain the set of ""other URL handlers"". How many application containers are there? Are they documented in one place for each container? How deep do we have to dig to discover them? How do we keep up with new ones that are introduced?



Could it be we're chasing how to handle an unbounded set of URL handlers to solve the case of the directory listings being insecure when maybe the original code was correct and directory listings are the problem that should be addressed? It seems like this may be the path of reduced overall complexity.","Rej, not sure.",{},,

3H6W48L9F4D5PJT0FTUMDHFAUNXWP8,3PZBZMF78J7ICNQ2210RDQLULP2X9O,Tagging Github Comments. (GitHub User Only. Reward Available.),Read comments for code contribution. Then answer 5 questions. Detailed Instruction and examples are offered.,"Batch, Tag, Tagging, Github, Comment, Quick, Easy, Reward.",$0.50 ,Sun Sep 25 14:40:05 PDT 2016,1,BatchId:2537954;,3600,604800,Sun Oct 02 14:40:05 PDT 2016,,,3NAPMVF0ZX3WTHPNVPGZD83L3QD27Z,AMZVZJL54O491,Approved,Mon Sep 26 04:59:22 PDT 2016,Mon Sep 26 05:03:00 PDT 2016,Mon Oct 03 05:03:00 PDT 2016,Wed Sep 28 14:46:02 PDT 2016,,,218,80% (64/80),80% (64/80),80% (64/80),1394,https://github.com/puppetlabs/puppet-server/pull/849,https://github.com/puppetlabs/puppet-server/graphs/contributors,TRUE,haus,KevinCorcoran,"camlow325, cprice404, nwolfe",5,21,{},zantx3,haus,"camlow325, cprice404, nwolfe, dankreek, kevincorcoran, haus, nwolfe, jeffmccune, waynr","nathanielksmith,","Y,core","nwolfe commented on Jan 13



This is awesome! :metal:","Y,core","fpringvaldsen commented on Jan 6



I think my preference would be to just go ahead and use clojure.java.shell/sh, since it's already in use in the CA codebase.","Y,inconsistency","KevinCorcoran commented on 4a95c44 on Jan 16



several long lines in this commit",N,{},Merged.,{},,

3LCXHSGDLTU8LBN1MA4AMGDLA3ZSE4,3PZBZMF78J7ICNQ2210RDQLULP2X9O,Tagging Github Comments. (GitHub User Only. Reward Available.),Read comments for code contribution. Then answer 5 questions. Detailed Instruction and examples are offered.,"Batch, Tag, Tagging, Github, Comment, Quick, Easy, Reward.",$0.50 ,Sun Sep 25 14:40:03 PDT 2016,2,BatchId:2537954;,3600,604800,Wed Oct 05 14:46:02 PDT 2016,,,3IQ1VMJRYU8PC38KN17YXMDPB7TA9X,ABFSVRWVFHZ6P,Approved,Fri Sep 30 08:35:00 PDT 2016,Fri Sep 30 08:45:55 PDT 2016,Fri Oct 07 08:45:55 PDT 2016,Sat Oct 01 19:06:04 PDT 2016,,,655,100% (39/39),100% (39/39),100% (39/39),1402,https://github.com/minetest/minetest_game/pull/777,https://github.com/minetest/minetest_game/graphs/contributors,FALSE,kilbith,paramat,"paramat, sofar",14,21,{},0pointr,kilbith,"paramat, celeron55","MoNTE48, NathanSalapath, C1ffisme, Fixer-007, dragonpop, 0-afflatus","Y,core|Y,others","Looks a lot better than the old one, :+1: .

$$$$

:+1: it looks great @kilbith 

Could the selected tab also have another color?","Y,others",Please add crafting grid here just for sure :},N,{},N,{},"Rej, implemented.","Thanks, will merge soon.

$$$$

6d79d15",,

3LCXHSGDLTU8LBN1MA4AMGDLA3ZSE4,3PZBZMF78J7ICNQ2210RDQLULP2X9O,Tagging Github Comments. (GitHub User Only. Reward Available.),Read comments for code contribution. Then answer 5 questions. Detailed Instruction and examples are offered.,"Batch, Tag, Tagging, Github, Comment, Quick, Easy, Reward.",$0.50 ,Sun Sep 25 14:40:03 PDT 2016,2,BatchId:2537954;,3600,604800,Wed Oct 05 14:46:02 PDT 2016,,,3XIQGXAUMDWXUXSKJE1S3YXHGYC7XB,AMZVZJL54O491,Rejected,Mon Sep 26 00:06:29 PDT 2016,Mon Sep 26 00:12:31 PDT 2016,Mon Oct 03 00:12:31 PDT 2016,,Wed Sep 28 14:46:01 PDT 2016,Submitter is left blank. If you have doubts about that. Please contact di.chen.mturk@gmail.com,362,80% (64/80),80% (64/80),80% (64/80),1402,https://github.com/minetest/minetest_game/pull/777,https://github.com/minetest/minetest_game/graphs/contributors,FALSE,kilbith,paramat,"paramat, sofar",14,21,{},zantx3,{},"paramat, sofar, celeron55 ,PilzAdam ,kilbith ,tenplus1","0-affiatus, ekdohibs, jordach, RHRhino, Dragonop, Fixer-007, C1ffisme, NathanSalapat, rubenwardy, kaeza,","Y,core","Looks really good, but unfortunately the crafting grid is needed to craft an item that is 'not in creative inventory'.



$$$



 C1ffisme commented on Jan 11



Looks a lot better than the old one, :+1: .","Y,others","rubenwardy commented on Jan 11



I'd suggest making ""All"" default.

Either by making it left most, or setting the default current index.



$$$$



 Fixer-007 commented on Jan 11



Please add crafting grid here just for sure :}","Y,improve","paramat commented on Jan 12



Please could you recreate the gap that separates the top row of the inventory from the lower rows?

The gap is not particularly important to me but i think it should be consistent with the standard inventory.

Other than that :+1:",N,{},"Rej, implemented.","paramat commented on Jan 13



Thanks, will merge soon.



 0-afflatus commented on Jan 30



Excellent!",,

3CIS7GGG657O0OF5BFZA1HV9V0KUEM,3PZBZMF78J7ICNQ2210RDQLULP2X9O,Tagging Github Comments. (GitHub User Only. Reward Available.),Read comments for code contribution. Then answer 5 questions. Detailed Instruction and examples are offered.,"Batch, Tag, Tagging, Github, Comment, Quick, Easy, Reward.",$0.50 ,Sun Sep 25 14:40:03 PDT 2016,1,BatchId:2537954;,3600,604800,Sun Oct 02 14:40:03 PDT 2016,,,3VA45EW49OBWP2ZQT7XNJBFB18H1OD,AMZVZJL54O491,Approved,Mon Sep 26 01:19:29 PDT 2016,Mon Sep 26 01:24:55 PDT 2016,Mon Oct 03 01:24:55 PDT 2016,Wed Sep 28 14:46:02 PDT 2016,,,326,80% (64/80),80% (64/80),80% (64/80),1403,https://github.com/wildfly/wildfly/pull/8556,https://github.com/wildfly/wildfly/graphs/contributors,FALSE,gaohoward,stuartwdouglas,"bstansberry, stuartwdouglas, kabir",4,21,{},zantx3,gaohoward,"bstansberry, stuartwdouglas, kabir, ctomc, dmlloyd, emuckenhuber, darranl, pferraro, jaikiran,tdiesler, jmesnil, jamezp, n1hility, scottmarlow, rhusar, wolfc","howadgao, stuartwdouglas, wildfly-ci",N,{},"Y,core","jmesnil on Apr 7



You've overdone here. This SOCKET_BINDING is on RemoteTransportDefinition","Y,bug|Y,inconsistency","gaohoward commented on Apr 12



Hi Jeff, this failure seems not related to my changes.

Howard



$$$$

 jmesnil commented on Jan 11



I don't understand why you need to test the generated XML. The fix is only for the runtime when WildFly populates the configurations before to pass it to HornetQ.

And there is no sense testing the 1.4 XML output since the messaging subsystem can only write the latest XML version (which is 3.0)",N,{},"Rej, not sure.",{},,

3HXCEECSQMH3SSQ6H3ACPC24FU4YZU,3PZBZMF78J7ICNQ2210RDQLULP2X9O,Tagging Github Comments. (GitHub User Only. Reward Available.),Read comments for code contribution. Then answer 5 questions. Detailed Instruction and examples are offered.,"Batch, Tag, Tagging, Github, Comment, Quick, Easy, Reward.",$0.50 ,Sun Sep 25 14:40:04 PDT 2016,1,BatchId:2537954;,3600,604800,Sun Oct 02 14:40:04 PDT 2016,,,3MHW492WW11OBBUCN52ZYVXMVDNVMX,AMZVZJL54O491,Approved,Mon Sep 26 03:39:33 PDT 2016,Mon Sep 26 03:42:04 PDT 2016,Mon Oct 03 03:42:04 PDT 2016,Wed Sep 28 14:46:01 PDT 2016,,,151,80% (64/80),80% (64/80),80% (64/80),1405,https://github.com/btcsuite/btcd/pull/598,https://github.com/btcsuite/btcd/graphs/contributors,TRUE,Roasbeef,davecgh,"davecgh, dajohi, jrick",4,21,{},{},zantx3,"davecgh, dajohi, jrick,jcvernaleo,drahn,roasbeef",wallclockbuilder,"Y,core","davecgh commented on Apr 11



Thanks for the updates. I'm going to give this one more round of testing, but I believe it's good to go.","Y,others","jrick commented on Jan 13



I've been playing around with this for a small while now and I suggest using the following map type for the cache as a starting point:",N,{},N,{},Merged.,{},,

385MDVINFC3938Q2KGP2GLTYLORWJ8,3PZBZMF78J7ICNQ2210RDQLULP2X9O,Tagging Github Comments. (GitHub User Only. Reward Available.),Read comments for code contribution. Then answer 5 questions. Detailed Instruction and examples are offered.,"Batch, Tag, Tagging, Github, Comment, Quick, Easy, Reward.",$0.50 ,Sun Sep 25 14:40:03 PDT 2016,1,BatchId:2537954;,3600,604800,Sun Oct 02 14:40:03 PDT 2016,,,3VBEN272MLN8R9HMI7ZZA3TI0OUGSK,AMZVZJL54O491,Approved,Mon Sep 26 05:43:33 PDT 2016,Mon Sep 26 05:46:33 PDT 2016,Mon Oct 03 05:46:33 PDT 2016,Wed Sep 28 14:46:03 PDT 2016,,,180,80% (64/80),80% (64/80),80% (64/80),1407,https://github.com/sass/libsass/pull/1821,https://github.com/sass/libsass/graphs/contributors,FALSE,am11,mgreter,"mgreter, xzyfer",5,22,{},zantx3,am11,"mgreter, xzyfer, uberska","xzyfer, xoofx, saper, drewwells,","Y,core","@mgreter

mgreter commented on Jan 12



LGTM (beside the notes I've added)! Thanks a lot!","Y,core","am11 commented on Jan 13



As per the discussion, i have made the alternative version for this where caller can tell libsass to clone the source string memory via a boolean flag, and therefore would not be obliged to keep the memory alive: am11@f076061.",N,{},N,{},Merged.,{},,

32W3UF2EZO9AMS1C0I2XYPXCBBK4CH,3PZBZMF78J7ICNQ2210RDQLULP2X9O,Tagging Github Comments. (GitHub User Only. Reward Available.),Read comments for code contribution. Then answer 5 questions. Detailed Instruction and examples are offered.,"Batch, Tag, Tagging, Github, Comment, Quick, Easy, Reward.",$0.50 ,Sun Sep 25 14:40:03 PDT 2016,2,BatchId:2537954;,3600,604800,Tue Oct 04 10:53:04 PDT 2016,,,3ATTHHXXWBCUJH9G255PUNNQUE5IXZ,AMZVZJL54O491,Approved,Mon Sep 26 02:58:02 PDT 2016,Mon Sep 26 03:02:23 PDT 2016,Mon Oct 03 03:02:23 PDT 2016,Wed Sep 28 14:46:00 PDT 2016,Tue Sep 27 10:53:04 PDT 2016,,261,80% (64/80),80% (64/80),80% (64/80),1416,https://github.com/nodejs/node/pull/4585,https://github.com/nodejs/node/graphs/contributors,FALSE,tomgco,tomgco,"ry, bnoordhuis, isaacs",7,22,{},zantx3,tomgco,"ry, bnoordhuis, isaacs, indutny, piscisaureus, trott, trevnorris, rvagg, tjfontaine","mscdex, thefourtheye,  kunalspathak, princejwesley,","Y,core","jasnell commented on Jan 8



CI is green. LGTM



$$$$



LGTM with comments and pending CI","Y,others","cjihrig @jasnell I have updated the commit with your suggested changes! Shall we rerun the CI as we are no longer using capture group in the regex?



Also, due to the size of the Regex I had to break the test onto another line (https://github.com/nodejs/node/pull/4585/files#diff-b13d72249263845d8e8341db0426f9d3R1144) Is that OK? What should we do in these situations when the Regex's become too large? Use RegExp?",N,{},"Y, no value","tomgco commented on Feb 16



This is a duplicate of #3823, closing!","Rej, not sure.",{},,

32W3UF2EZO9AMS1C0I2XYPXCBBK4CH,3PZBZMF78J7ICNQ2210RDQLULP2X9O,Tagging Github Comments. (GitHub User Only. Reward Available.),Read comments for code contribution. Then answer 5 questions. Detailed Instruction and examples are offered.,"Batch, Tag, Tagging, Github, Comment, Quick, Easy, Reward.",$0.50 ,Sun Sep 25 14:40:03 PDT 2016,2,BatchId:2537954;,3600,604800,Tue Oct 04 10:53:04 PDT 2016,,,3IGI0VL6488Z396FYUVLGISE5HBNOD,ABFSVRWVFHZ6P,Approved,Sat Oct 01 02:54:52 PDT 2016,Sat Oct 01 02:56:48 PDT 2016,Sat Oct 08 02:56:48 PDT 2016,Sat Oct 01 19:06:04 PDT 2016,,,116,100% (39/39),100% (39/39),100% (39/39),1416,https://github.com/nodejs/node/pull/4585,https://github.com/nodejs/node/graphs/contributors,FALSE,tomgco,tomgco,"ry, bnoordhuis, isaacs",7,22,{},0pointr,tomgco,"ry, bnoordhuis, isaacs, indutny, piscisaureus, jasnell","tomgco, kunalspathak","Y,core",CI is green. LGTM,"Y,others","Sigh!

Lets not stop this from landing :D But I guess it is another subsystem that would need to be addressed for VM neutrality nodejs/roadmap#54",N,{},N,{},"Rej, not sure.",{},,

3WGCNLZJKFW3ZLA7DWE6KX8RKRM1D1,3PZBZMF78J7ICNQ2210RDQLULP2X9O,Tagging Github Comments. (GitHub User Only. Reward Available.),Read comments for code contribution. Then answer 5 questions. Detailed Instruction and examples are offered.,"Batch, Tag, Tagging, Github, Comment, Quick, Easy, Reward.",$0.50 ,Sun Sep 25 14:40:03 PDT 2016,1,BatchId:2537954;,3600,604800,Sun Oct 02 14:40:03 PDT 2016,,,37M28K1J0R1EIFLT9DYBMGRS68NJAA,AMZVZJL54O491,Approved,Mon Sep 26 03:13:38 PDT 2016,Mon Sep 26 03:16:42 PDT 2016,Mon Oct 03 03:16:42 PDT 2016,Wed Sep 28 14:46:01 PDT 2016,,,184,80% (64/80),80% (64/80),80% (64/80),1419,https://github.com/LimeSurvey/LimeSurvey/pull/412,https://github.com/LimeSurvey/LimeSurvey/graphs/contributors,FALSE,GuillaumeSmaha,GuillaumeSmaha,"c-schmitz, jcleeland, Shnoulle",3,22,{},{},guillaumesmaha,"c-schmitz, jcleeland, Shnoulle,olleharstedt, limesurvey-translations, tmswhite, mennodekker,",sammousa,N,{},N,{},"Y,inconsistency","Shnoulle commented on Jan 13



@GuillaumeSmaha OK, seems to work. But i think we don't need some EM update .","Y,not fit.|Y, no value","Shnoulle commented on Jan 19



Hi Guillaume : think for 2.06 fix : we just need a functionnal system. Maybe for another commit (2.5 or 2.06): need 3 options :



    leave it

    thousand seperator

    price format (+ thousand seperator)



The 2 decimals is only for 3rd solution :) .



For . to , : yes ... old behaviour since 1.87 or maybe 1.70 ... BUT : here : i really don't know what user wants.



For dev : better to remove it from EM (PHP) and do it only in JS, but user don't see really difference (?) or see the difference ?

For template dev : without this option : we can easily move to HTML5 input :)","Rej, not sure.",{},,

309D674SHZ9U7RMLFXCK633IL31CBV,3PZBZMF78J7ICNQ2210RDQLULP2X9O,Tagging Github Comments. (GitHub User Only. Reward Available.),Read comments for code contribution. Then answer 5 questions. Detailed Instruction and examples are offered.,"Batch, Tag, Tagging, Github, Comment, Quick, Easy, Reward.",$0.50 ,Sun Sep 25 14:40:05 PDT 2016,2,BatchId:2537954;,3600,604800,Wed Oct 05 14:46:04 PDT 2016,,,3HMIGG0U4MUQUGNDYFF00C0LUWCY8C,ABFSVRWVFHZ6P,Approved,Sat Oct 01 03:13:12 PDT 2016,Sat Oct 01 03:22:33 PDT 2016,Sat Oct 08 03:22:33 PDT 2016,Sat Oct 01 19:06:06 PDT 2016,,,561,100% (39/39),100% (39/39),100% (39/39),1420,https://github.com/Codeception/Codeception/pull/2711,https://github.com/Codeception/Codeception/graphs/contributors,TRUE,DavertMik,DavertMik,"DavertMik, Naktibalda, tiger-seo",4,22,{},0pointr,DavertMik,"samdark, FnTm, tiger-seo, niclopez, sergeyklay, janhenkgerritsen, Naktibalda, zbateson, raistlin, DavertMik",Green-Cat,"Y,core",Good job guys! :+1:,N,{},"Y,improve","$self->log and $self->saved store the same data in different structure. Do we really need both?



$$$$



why don't you use aliases ?



$$$$



This code should be in Metadate::setEnv() method



$$$$



How about renaming Codeception\Test\TestCase to Codeception\Test\Unit or something similar?",N,{},Merged.,{},,

309D674SHZ9U7RMLFXCK633IL31CBV,3PZBZMF78J7ICNQ2210RDQLULP2X9O,Tagging Github Comments. (GitHub User Only. Reward Available.),Read comments for code contribution. Then answer 5 questions. Detailed Instruction and examples are offered.,"Batch, Tag, Tagging, Github, Comment, Quick, Easy, Reward.",$0.50 ,Sun Sep 25 14:40:05 PDT 2016,2,BatchId:2537954;,3600,604800,Wed Oct 05 14:46:04 PDT 2016,,,3KRVW3HTZO98JJD8TAXUN8DFW8GMS4,AMZVZJL54O491,Rejected,Mon Sep 26 01:27:37 PDT 2016,Mon Sep 26 01:31:57 PDT 2016,Mon Oct 03 01:31:57 PDT 2016,,Wed Sep 28 14:46:03 PDT 2016,Q5 is wrong. We approve HIT with at least correct answer for Q5 and the preparation parts. If you have doubts about that. Please contact di.chen.mturk@gmail.com,260,80% (64/80),80% (64/80),80% (64/80),1420,https://github.com/Codeception/Codeception/pull/2711,https://github.com/Codeception/Codeception/graphs/contributors,TRUE,DavertMik,DavertMik,"DavertMik, Naktibalda, tiger-seo",4,22,{},{},davertmik,"DavertMik, Naktibalda, tiger-seo, janhenkgerritsen, sergetklay, splinter89,","green-cat,","Y,core","DavertMik commented on Jan 17



@Naktibalda Done. Updated everything according to your proposals. If everything else is fine I can't wait to get it merged so we can go on to 2.2





$$$$





 sergeyklay commented on Jan 25



Good job guys! :+1:","Y,core","Naktibalda on Jan 16



scenario and metadata are protected properties of this object.

Would it be wrong to use $this->scenario and $this->metadata instead of getters?",N,{},N,{},"Rej, implemented.","DavertMik commented on Jan 18



So this will take another day from me to implement this :(





$



 sergeyklay commented on Jan 25



Good job guys! :+1:",,

341H3G5YF026VXUL9VZ3XK8K3HPZ0U,3PZBZMF78J7ICNQ2210RDQLULP2X9O,Tagging Github Comments. (GitHub User Only. Reward Available.),Read comments for code contribution. Then answer 5 questions. Detailed Instruction and examples are offered.,"Batch, Tag, Tagging, Github, Comment, Quick, Easy, Reward.",$0.50 ,Sun Sep 25 14:40:05 PDT 2016,1,BatchId:2537954;,3600,604800,Sun Oct 02 14:40:05 PDT 2016,,,333U7HK6IA3CGMO5TNPDCHZYRBYJDQ,AMZVZJL54O491,Approved,Sun Sep 25 23:55:35 PDT 2016,Mon Sep 26 00:06:29 PDT 2016,Mon Oct 03 00:06:29 PDT 2016,Wed Sep 28 14:46:03 PDT 2016,,,654,80% (64/80),80% (64/80),80% (64/80),1421,https://github.com/D-Programming-Language/druntime/pull/1459,https://github.com/D-Programming-Language/druntime/graphs/contributors,TRUE,schveiguy,MartinNowak,"MartinNowak, complexmath, WalterBright",5,23,{},zantx3,schveiguy,"MartinNowak, complexmath, WalterBright, rainers, cybeshadow, 9rnsr, alexp, braddr","yebblies, jmdavis, scheutzm, schvelguy","Y,core","andralex commented on Jan 16
